# E (eV)   ldos(E)   pdos(E)   
  -1.360 -0.776E-13 -0.776E-13
  -1.350 -0.593E-25 -0.593E-25
  -1.340  0.000E+00  0.000E+00
  -1.330  0.000E+00  0.000E+00
  -1.320  0.000E+00  0.000E+00
  -1.310  0.000E+00  0.000E+00
  -1.300  0.000E+00  0.000E+00
  -1.290  0.000E+00  0.000E+00
  -1.280  0.000E+00  0.000E+00
  -1.270  0.000E+00  0.000E+00
  -1.260  0.000E+00  0.000E+00
  -1.250  0.000E+00  0.000E+00
  -1.240  0.000E+00  0.000E+00
  -1.230  0.000E+00  0.000E+00
  -1.220  0.000E+00  0.000E+00
  -1.210  0.000E+00  0.000E+00
  -1.200  0.000E+00  0.000E+00
  -1.190  0.000E+00  0.000E+00
  -1.180  0.000E+00  0.000E+00
  -1.170  0.000E+00  0.000E+00
  -1.160  0.000E+00  0.000E+00
  -1.150  0.000E+00  0.000E+00
  -1.140  0.000E+00  0.000E+00
  -1.130  0.000E+00  0.000E+00
  -1.120  0.000E+00  0.000E+00
  -1.110  0.000E+00  0.000E+00
  -1.100  0.000E+00  0.000E+00
  -1.090  0.000E+00  0.000E+00
  -1.080  0.000E+00  0.000E+00
  -1.070  0.000E+00  0.000E+00
  -1.060  0.000E+00  0.000E+00
  -1.050  0.000E+00  0.000E+00
  -1.040  0.000E+00  0.000E+00
  -1.030  0.000E+00  0.000E+00
  -1.020  0.000E+00  0.000E+00
  -1.010  0.000E+00  0.000E+00
  -1.000  0.000E+00  0.000E+00
  -0.990  0.000E+00  0.000E+00
  -0.980  0.000E+00  0.000E+00
  -0.970  0.000E+00  0.000E+00
  -0.960  0.000E+00  0.000E+00
  -0.950  0.000E+00  0.000E+00
  -0.940  0.000E+00  0.000E+00
  -0.930  0.000E+00  0.000E+00
  -0.920  0.000E+00  0.000E+00
  -0.910  0.000E+00  0.000E+00
  -0.900  0.000E+00  0.000E+00
  -0.890  0.000E+00  0.000E+00
  -0.880  0.000E+00  0.000E+00
  -0.870  0.000E+00  0.000E+00
  -0.860  0.000E+00  0.000E+00
  -0.850  0.000E+00  0.000E+00
  -0.840  0.000E+00  0.000E+00
  -0.830  0.000E+00  0.000E+00
  -0.820  0.000E+00  0.000E+00
  -0.810  0.000E+00  0.000E+00
  -0.800  0.000E+00  0.000E+00
  -0.790  0.000E+00  0.000E+00
  -0.780  0.000E+00  0.000E+00
  -0.770  0.000E+00  0.000E+00
  -0.760  0.000E+00  0.000E+00
  -0.750  0.000E+00  0.000E+00
  -0.740  0.000E+00  0.000E+00
  -0.730  0.000E+00  0.000E+00
  -0.720  0.000E+00  0.000E+00
  -0.710  0.000E+00  0.000E+00
  -0.700  0.000E+00  0.000E+00
  -0.690  0.000E+00  0.000E+00
  -0.680  0.000E+00  0.000E+00
  -0.670  0.000E+00  0.000E+00
  -0.660  0.000E+00  0.000E+00
  -0.650  0.000E+00  0.000E+00
  -0.640  0.000E+00  0.000E+00
  -0.630  0.000E+00  0.000E+00
  -0.620  0.000E+00  0.000E+00
  -0.610  0.000E+00  0.000E+00
  -0.600  0.000E+00  0.000E+00
  -0.590  0.000E+00  0.000E+00
  -0.580  0.000E+00  0.000E+00
  -0.570  0.000E+00  0.000E+00
  -0.560  0.000E+00  0.000E+00
  -0.550  0.785E-17  0.785E-17
  -0.540  0.174E-16  0.174E-16
  -0.530  0.293E-16  0.293E-16
  -0.520  0.497E-16  0.497E-16
  -0.510  0.748E-16  0.748E-16
  -0.500  0.118E-15  0.118E-15
  -0.490  0.176E-15  0.176E-15
  -0.480  0.266E-15  0.266E-15
  -0.470  0.399E-15  0.399E-15
  -0.460  0.593E-15  0.593E-15
  -0.450  0.882E-15  0.882E-15
  -0.440  0.131E-14  0.131E-14
  -0.430  0.193E-14  0.193E-14
  -0.420  0.283E-14  0.283E-14
  -0.410  0.415E-14  0.415E-14
  -0.400  0.607E-14  0.607E-14
  -0.390  0.887E-14  0.887E-14
  -0.380  0.129E-13  0.129E-13
  -0.370  0.187E-13  0.187E-13
  -0.360  0.271E-13  0.271E-13
  -0.350  0.390E-13  0.390E-13
  -0.340  0.562E-13  0.562E-13
  -0.330  0.806E-13  0.806E-13
  -0.320  0.115E-12  0.115E-12
  -0.310  0.165E-12  0.165E-12
  -0.300  0.234E-12  0.234E-12
  -0.290  0.332E-12  0.332E-12
  -0.280  0.470E-12  0.470E-12
  -0.270  0.664E-12  0.664E-12
  -0.260  0.935E-12  0.935E-12
  -0.250  0.131E-11  0.131E-11
  -0.240  0.184E-11  0.184E-11
  -0.230  0.257E-11  0.257E-11
  -0.220  0.357E-11  0.357E-11
  -0.210  0.496E-11  0.496E-11
  -0.200  0.687E-11  0.687E-11
  -0.190  0.949E-11  0.949E-11
  -0.180  0.131E-10  0.131E-10
  -0.170  0.180E-10  0.180E-10
  -0.160  0.246E-10  0.246E-10
  -0.150  0.336E-10  0.336E-10
  -0.140  0.458E-10  0.458E-10
  -0.130  0.623E-10  0.623E-10
  -0.120  0.844E-10  0.844E-10
  -0.110  0.114E-09  0.114E-09
  -0.100  0.154E-09  0.154E-09
  -0.090  0.207E-09  0.207E-09
  -0.080  0.277E-09  0.277E-09
  -0.070  0.370E-09  0.370E-09
  -0.060  0.494E-09  0.494E-09
  -0.050  0.657E-09  0.657E-09
  -0.040  0.871E-09  0.871E-09
  -0.030  0.115E-08  0.115E-08
  -0.020  0.152E-08  0.152E-08
  -0.010  0.200E-08  0.200E-08
   0.000  0.262E-08  0.262E-08
   0.010  0.343E-08  0.343E-08
   0.020  0.447E-08  0.447E-08
   0.030  0.582E-08  0.582E-08
   0.040  0.755E-08  0.755E-08
   0.050  0.978E-08  0.978E-08
   0.060  0.126E-07  0.126E-07
   0.070  0.162E-07  0.162E-07
   0.080  0.208E-07  0.208E-07
   0.090  0.267E-07  0.267E-07
   0.100  0.341E-07  0.341E-07
   0.110  0.434E-07  0.434E-07
   0.120  0.551E-07  0.551E-07
   0.130  0.697E-07  0.697E-07
   0.140  0.880E-07  0.880E-07
   0.150  0.111E-06  0.111E-06
   0.160  0.139E-06  0.139E-06
   0.170  0.174E-06  0.174E-06
   0.180  0.218E-06  0.218E-06
   0.190  0.271E-06  0.271E-06
   0.200  0.337E-06  0.337E-06
   0.210  0.418E-06  0.418E-06
   0.220  0.516E-06  0.516E-06
   0.230  0.636E-06  0.636E-06
   0.240  0.782E-06  0.782E-06
   0.250  0.958E-06  0.958E-06
   0.260  0.117E-05  0.117E-05
   0.270  0.143E-05  0.143E-05
   0.280  0.174E-05  0.174E-05
   0.290  0.210E-05  0.210E-05
   0.300  0.254E-05  0.254E-05
   0.310  0.307E-05  0.307E-05
   0.320  0.369E-05  0.369E-05
   0.330  0.442E-05  0.442E-05
   0.340  0.529E-05  0.529E-05
   0.350  0.631E-05  0.631E-05
   0.360  0.751E-05  0.751E-05
   0.370  0.891E-05  0.891E-05
   0.380  0.105E-04  0.105E-04
   0.390  0.124E-04  0.124E-04
   0.400  0.146E-04  0.146E-04
   0.410  0.172E-04  0.172E-04
   0.420  0.201E-04  0.201E-04
   0.430  0.234E-04  0.234E-04
   0.440  0.273E-04  0.273E-04
   0.450  0.317E-04  0.317E-04
   0.460  0.367E-04  0.367E-04
   0.470  0.423E-04  0.423E-04
   0.480  0.487E-04  0.487E-04
   0.490  0.560E-04  0.560E-04
   0.500  0.641E-04  0.641E-04
   0.510  0.732E-04  0.732E-04
   0.520  0.834E-04  0.834E-04
   0.530  0.947E-04  0.947E-04
   0.540  0.107E-03  0.107E-03
   0.550  0.121E-03  0.121E-03
   0.560  0.137E-03  0.137E-03
   0.570  0.153E-03  0.153E-03
   0.580  0.172E-03  0.172E-03
   0.590  0.192E-03  0.192E-03
   0.600  0.214E-03  0.214E-03
   0.610  0.238E-03  0.238E-03
   0.620  0.264E-03  0.264E-03
   0.630  0.292E-03  0.292E-03
   0.640  0.322E-03  0.322E-03
   0.650  0.354E-03  0.354E-03
   0.660  0.388E-03  0.388E-03
   0.670  0.425E-03  0.425E-03
   0.680  0.464E-03  0.464E-03
   0.690  0.505E-03  0.505E-03
   0.700  0.548E-03  0.548E-03
   0.710  0.593E-03  0.593E-03
   0.720  0.640E-03  0.640E-03
   0.730  0.689E-03  0.689E-03
   0.740  0.740E-03  0.740E-03
   0.750  0.792E-03  0.792E-03
   0.760  0.846E-03  0.846E-03
   0.770  0.902E-03  0.902E-03
   0.780  0.958E-03  0.958E-03
   0.790  0.102E-02  0.102E-02
   0.800  0.107E-02  0.107E-02
   0.810  0.113E-02  0.113E-02
   0.820  0.119E-02  0.119E-02
   0.830  0.125E-02  0.125E-02
   0.840  0.131E-02  0.131E-02
   0.850  0.137E-02  0.137E-02
   0.860  0.142E-02  0.142E-02
   0.870  0.148E-02  0.148E-02
   0.880  0.153E-02  0.153E-02
   0.890  0.158E-02  0.158E-02
   0.900  0.163E-02  0.163E-02
   0.910  0.168E-02  0.168E-02
   0.920  0.172E-02  0.172E-02
   0.930  0.177E-02  0.177E-02
   0.940  0.180E-02  0.180E-02
   0.950  0.184E-02  0.184E-02
   0.960  0.187E-02  0.187E-02
   0.970  0.190E-02  0.190E-02
   0.980  0.192E-02  0.192E-02
   0.990  0.195E-02  0.195E-02
   1.000  0.196E-02  0.196E-02
   1.010  0.198E-02  0.198E-02
   1.020  0.199E-02  0.199E-02
   1.030  0.199E-02  0.199E-02
   1.040  0.200E-02  0.200E-02
   1.050  0.200E-02  0.200E-02
   1.060  0.199E-02  0.199E-02
   1.070  0.199E-02  0.199E-02
   1.080  0.198E-02  0.198E-02
   1.090  0.196E-02  0.196E-02
   1.100  0.195E-02  0.195E-02
   1.110  0.193E-02  0.193E-02
   1.120  0.192E-02  0.192E-02
   1.130  0.190E-02  0.190E-02
   1.140  0.188E-02  0.188E-02
   1.150  0.186E-02  0.186E-02
   1.160  0.183E-02  0.183E-02
   1.170  0.181E-02  0.181E-02
   1.180  0.179E-02  0.179E-02
   1.190  0.177E-02  0.177E-02
   1.200  0.174E-02  0.174E-02
   1.210  0.172E-02  0.172E-02
   1.220  0.170E-02  0.170E-02
   1.230  0.168E-02  0.168E-02
   1.240  0.166E-02  0.166E-02
   1.250  0.164E-02  0.164E-02
   1.260  0.162E-02  0.162E-02
   1.270  0.161E-02  0.161E-02
   1.280  0.159E-02  0.159E-02
   1.290  0.158E-02  0.158E-02
   1.300  0.157E-02  0.157E-02
   1.310  0.156E-02  0.156E-02
   1.320  0.155E-02  0.155E-02
   1.330  0.154E-02  0.154E-02
   1.340  0.154E-02  0.154E-02
   1.350  0.153E-02  0.153E-02
   1.360  0.153E-02  0.153E-02
   1.370  0.153E-02  0.153E-02
   1.380  0.153E-02  0.153E-02
   1.390  0.153E-02  0.153E-02
   1.400  0.153E-02  0.153E-02
   1.410  0.153E-02  0.153E-02
   1.420  0.154E-02  0.154E-02
   1.430  0.154E-02  0.154E-02
   1.440  0.155E-02  0.155E-02
   1.450  0.155E-02  0.155E-02
   1.460  0.156E-02  0.156E-02
   1.470  0.157E-02  0.157E-02
   1.480  0.158E-02  0.158E-02
   1.490  0.159E-02  0.159E-02
   1.500  0.160E-02  0.160E-02
   1.510  0.161E-02  0.161E-02
   1.520  0.162E-02  0.162E-02
   1.530  0.164E-02  0.164E-02
   1.540  0.165E-02  0.165E-02
   1.550  0.166E-02  0.166E-02
   1.560  0.167E-02  0.167E-02
   1.570  0.169E-02  0.169E-02
   1.580  0.170E-02  0.170E-02
   1.590  0.172E-02  0.172E-02
   1.600  0.173E-02  0.173E-02
   1.610  0.174E-02  0.174E-02
   1.620  0.176E-02  0.176E-02
   1.630  0.178E-02  0.178E-02
   1.640  0.179E-02  0.179E-02
   1.650  0.181E-02  0.181E-02
   1.660  0.182E-02  0.182E-02
   1.670  0.184E-02  0.184E-02
   1.680  0.186E-02  0.186E-02
   1.690  0.187E-02  0.187E-02
   1.700  0.189E-02  0.189E-02
   1.710  0.191E-02  0.191E-02
   1.720  0.193E-02  0.193E-02
   1.730  0.195E-02  0.195E-02
   1.740  0.197E-02  0.197E-02
   1.750  0.198E-02  0.198E-02
   1.760  0.200E-02  0.200E-02
   1.770  0.202E-02  0.202E-02
   1.780  0.204E-02  0.204E-02
   1.790  0.207E-02  0.207E-02
   1.800  0.209E-02  0.209E-02
   1.810  0.211E-02  0.211E-02
   1.820  0.213E-02  0.213E-02
   1.830  0.215E-02  0.215E-02
   1.840  0.218E-02  0.218E-02
   1.850  0.220E-02  0.220E-02
   1.860  0.222E-02  0.222E-02
   1.870  0.225E-02  0.225E-02
   1.880  0.227E-02  0.227E-02
   1.890  0.230E-02  0.230E-02
   1.900  0.232E-02  0.232E-02
   1.910  0.235E-02  0.235E-02
   1.920  0.237E-02  0.237E-02
   1.930  0.240E-02  0.240E-02
   1.940  0.243E-02  0.243E-02
   1.950  0.245E-02  0.245E-02
   1.960  0.248E-02  0.248E-02
   1.970  0.251E-02  0.251E-02
   1.980  0.254E-02  0.254E-02
   1.990  0.257E-02  0.257E-02
   2.000  0.260E-02  0.260E-02
   2.010  0.263E-02  0.263E-02
   2.020  0.267E-02  0.267E-02
   2.030  0.270E-02  0.270E-02
   2.040  0.273E-02  0.273E-02
   2.050  0.276E-02  0.276E-02
   2.060  0.280E-02  0.280E-02
   2.070  0.283E-02  0.283E-02
   2.080  0.287E-02  0.287E-02
   2.090  0.291E-02  0.291E-02
   2.100  0.294E-02  0.294E-02
   2.110  0.298E-02  0.298E-02
   2.120  0.302E-02  0.302E-02
   2.130  0.306E-02  0.306E-02
   2.140  0.310E-02  0.310E-02
   2.150  0.315E-02  0.315E-02
   2.160  0.319E-02  0.319E-02
   2.170  0.324E-02  0.324E-02
   2.180  0.328E-02  0.328E-02
   2.190  0.333E-02  0.333E-02
   2.200  0.338E-02  0.338E-02
   2.210  0.343E-02  0.343E-02
   2.220  0.349E-02  0.349E-02
   2.230  0.355E-02  0.355E-02
   2.240  0.361E-02  0.361E-02
   2.250  0.367E-02  0.367E-02
   2.260  0.374E-02  0.374E-02
   2.270  0.381E-02  0.381E-02
   2.280  0.388E-02  0.388E-02
   2.290  0.396E-02  0.396E-02
   2.300  0.405E-02  0.405E-02
   2.310  0.414E-02  0.414E-02
   2.320  0.424E-02  0.424E-02
   2.330  0.434E-02  0.434E-02
   2.340  0.446E-02  0.446E-02
   2.350  0.458E-02  0.458E-02
   2.360  0.472E-02  0.472E-02
   2.370  0.486E-02  0.486E-02
   2.380  0.502E-02  0.502E-02
   2.390  0.519E-02  0.519E-02
   2.400  0.538E-02  0.538E-02
   2.410  0.558E-02  0.558E-02
   2.420  0.580E-02  0.580E-02
   2.430  0.604E-02  0.604E-02
   2.440  0.630E-02  0.630E-02
   2.450  0.658E-02  0.658E-02
   2.460  0.689E-02  0.689E-02
   2.470  0.722E-02  0.722E-02
   2.480  0.758E-02  0.758E-02
   2.490  0.796E-02  0.796E-02
   2.500  0.838E-02  0.838E-02
   2.510  0.882E-02  0.882E-02
   2.520  0.930E-02  0.930E-02
   2.530  0.981E-02  0.981E-02
   2.540  0.104E-01  0.104E-01
   2.550  0.109E-01  0.109E-01
   2.560  0.116E-01  0.116E-01
   2.570  0.122E-01  0.122E-01
   2.580  0.129E-01  0.129E-01
   2.590  0.136E-01  0.136E-01
   2.600  0.144E-01  0.144E-01
   2.610  0.152E-01  0.152E-01
   2.620  0.160E-01  0.160E-01
   2.630  0.169E-01  0.169E-01
   2.640  0.178E-01  0.178E-01
   2.650  0.187E-01  0.187E-01
   2.660  0.196E-01  0.196E-01
   2.670  0.206E-01  0.206E-01
   2.680  0.216E-01  0.216E-01
   2.690  0.226E-01  0.226E-01
   2.700  0.236E-01  0.236E-01
   2.710  0.246E-01  0.246E-01
   2.720  0.257E-01  0.257E-01
   2.730  0.267E-01  0.267E-01
   2.740  0.277E-01  0.277E-01
   2.750  0.288E-01  0.288E-01
   2.760  0.298E-01  0.298E-01
   2.770  0.308E-01  0.308E-01
   2.780  0.317E-01  0.317E-01
   2.790  0.327E-01  0.327E-01
   2.800  0.336E-01  0.336E-01
   2.810  0.344E-01  0.344E-01
   2.820  0.353E-01  0.353E-01
   2.830  0.361E-01  0.361E-01
   2.840  0.368E-01  0.368E-01
   2.850  0.375E-01  0.375E-01
   2.860  0.382E-01  0.382E-01
   2.870  0.388E-01  0.388E-01
   2.880  0.394E-01  0.394E-01
   2.890  0.400E-01  0.400E-01
   2.900  0.404E-01  0.404E-01
   2.910  0.409E-01  0.409E-01
   2.920  0.413E-01  0.413E-01
   2.930  0.417E-01  0.417E-01
   2.940  0.421E-01  0.421E-01
   2.950  0.424E-01  0.424E-01
   2.960  0.428E-01  0.428E-01
   2.970  0.431E-01  0.431E-01
   2.980  0.434E-01  0.434E-01
   2.990  0.437E-01  0.437E-01
   3.000  0.441E-01  0.441E-01
   3.010  0.445E-01  0.445E-01
   3.020  0.449E-01  0.449E-01
   3.030  0.453E-01  0.453E-01
   3.040  0.458E-01  0.458E-01
   3.050  0.464E-01  0.464E-01
   3.060  0.470E-01  0.470E-01
   3.070  0.477E-01  0.477E-01
   3.080  0.484E-01  0.484E-01
   3.090  0.493E-01  0.493E-01
   3.100  0.502E-01  0.502E-01
   3.110  0.513E-01  0.513E-01
   3.120  0.524E-01  0.524E-01
   3.130  0.536E-01  0.536E-01
   3.140  0.549E-01  0.549E-01
   3.150  0.563E-01  0.563E-01
   3.160  0.578E-01  0.578E-01
   3.170  0.594E-01  0.594E-01
   3.180  0.611E-01  0.611E-01
   3.190  0.628E-01  0.628E-01
   3.200  0.646E-01  0.646E-01
   3.210  0.665E-01  0.665E-01
   3.220  0.684E-01  0.684E-01
   3.230  0.703E-01  0.703E-01
   3.240  0.723E-01  0.723E-01
   3.250  0.743E-01  0.743E-01
   3.260  0.763E-01  0.763E-01
   3.270  0.782E-01  0.782E-01
   3.280  0.801E-01  0.801E-01
   3.290  0.820E-01  0.820E-01
   3.300  0.837E-01  0.837E-01
   3.310  0.854E-01  0.854E-01
   3.320  0.870E-01  0.870E-01
   3.330  0.885E-01  0.885E-01
   3.340  0.898E-01  0.898E-01
   3.350  0.910E-01  0.910E-01
   3.360  0.920E-01  0.920E-01
   3.370  0.929E-01  0.929E-01
   3.380  0.935E-01  0.935E-01
   3.390  0.940E-01  0.940E-01
   3.400  0.943E-01  0.943E-01
   3.410  0.943E-01  0.943E-01
   3.420  0.942E-01  0.942E-01
   3.430  0.939E-01  0.939E-01
   3.440  0.933E-01  0.933E-01
   3.450  0.926E-01  0.926E-01
   3.460  0.917E-01  0.917E-01
   3.470  0.906E-01  0.906E-01
   3.480  0.893E-01  0.893E-01
   3.490  0.879E-01  0.879E-01
   3.500  0.863E-01  0.863E-01
   3.510  0.846E-01  0.846E-01
   3.520  0.827E-01  0.827E-01
   3.530  0.808E-01  0.808E-01
   3.540  0.788E-01  0.788E-01
   3.550  0.768E-01  0.768E-01
   3.560  0.747E-01  0.747E-01
   3.570  0.725E-01  0.725E-01
   3.580  0.704E-01  0.704E-01
   3.590  0.684E-01  0.684E-01
   3.600  0.663E-01  0.663E-01
   3.610  0.643E-01  0.643E-01
   3.620  0.624E-01  0.624E-01
   3.630  0.606E-01  0.606E-01
   3.640  0.590E-01  0.590E-01
   3.650  0.574E-01  0.574E-01
   3.660  0.560E-01  0.560E-01
   3.670  0.547E-01  0.547E-01
   3.680  0.536E-01  0.536E-01
   3.690  0.526E-01  0.526E-01
   3.700  0.518E-01  0.518E-01
   3.710  0.512E-01  0.512E-01
   3.720  0.508E-01  0.508E-01
   3.730  0.505E-01  0.505E-01
   3.740  0.504E-01  0.504E-01
   3.750  0.504E-01  0.504E-01
   3.760  0.506E-01  0.506E-01
   3.770  0.510E-01  0.510E-01
   3.780  0.514E-01  0.514E-01
   3.790  0.520E-01  0.520E-01
   3.800  0.527E-01  0.527E-01
   3.810  0.535E-01  0.535E-01
   3.820  0.544E-01  0.544E-01
   3.830  0.553E-01  0.553E-01
   3.840  0.563E-01  0.563E-01
   3.850  0.573E-01  0.573E-01
   3.860  0.583E-01  0.583E-01
   3.870  0.593E-01  0.593E-01
   3.880  0.603E-01  0.603E-01
   3.890  0.612E-01  0.612E-01
   3.900  0.621E-01  0.621E-01
   3.910  0.630E-01  0.630E-01
   3.920  0.637E-01  0.637E-01
   3.930  0.644E-01  0.644E-01
   3.940  0.650E-01  0.650E-01
   3.950  0.654E-01  0.654E-01
   3.960  0.658E-01  0.658E-01
   3.970  0.660E-01  0.660E-01
   3.980  0.661E-01  0.661E-01
   3.990  0.661E-01  0.661E-01
   4.000  0.659E-01  0.659E-01
   4.010  0.656E-01  0.656E-01
   4.020  0.652E-01  0.652E-01
   4.030  0.647E-01  0.647E-01
   4.040  0.640E-01  0.640E-01
   4.050  0.632E-01  0.632E-01
   4.060  0.623E-01  0.623E-01
   4.070  0.613E-01  0.613E-01
   4.080  0.602E-01  0.602E-01
   4.090  0.590E-01  0.590E-01
   4.100  0.578E-01  0.578E-01
   4.110  0.565E-01  0.565E-01
   4.120  0.551E-01  0.551E-01
   4.130  0.537E-01  0.537E-01
   4.140  0.522E-01  0.522E-01
   4.150  0.507E-01  0.507E-01
   4.160  0.492E-01  0.492E-01
   4.170  0.477E-01  0.477E-01
   4.180  0.462E-01  0.462E-01
   4.190  0.447E-01  0.447E-01
   4.200  0.433E-01  0.433E-01
   4.210  0.418E-01  0.418E-01
   4.220  0.404E-01  0.404E-01
   4.230  0.391E-01  0.391E-01
   4.240  0.378E-01  0.378E-01
   4.250  0.365E-01  0.365E-01
   4.260  0.353E-01  0.353E-01
   4.270  0.341E-01  0.341E-01
   4.280  0.330E-01  0.330E-01
   4.290  0.320E-01  0.320E-01
   4.300  0.310E-01  0.310E-01
   4.310  0.301E-01  0.301E-01
   4.320  0.293E-01  0.293E-01
   4.330  0.285E-01  0.285E-01
   4.340  0.277E-01  0.277E-01
   4.350  0.271E-01  0.271E-01
   4.360  0.265E-01  0.265E-01
   4.370  0.259E-01  0.259E-01
   4.380  0.254E-01  0.254E-01
   4.390  0.250E-01  0.250E-01
   4.400  0.246E-01  0.246E-01
   4.410  0.242E-01  0.242E-01
   4.420  0.239E-01  0.239E-01
   4.430  0.236E-01  0.236E-01
   4.440  0.234E-01  0.234E-01
   4.450  0.232E-01  0.232E-01
   4.460  0.230E-01  0.230E-01
   4.470  0.229E-01  0.229E-01
   4.480  0.228E-01  0.228E-01
   4.490  0.228E-01  0.228E-01
   4.500  0.227E-01  0.227E-01
   4.510  0.227E-01  0.227E-01
   4.520  0.227E-01  0.227E-01
   4.530  0.228E-01  0.228E-01
   4.540  0.229E-01  0.229E-01
   4.550  0.230E-01  0.230E-01
   4.560  0.231E-01  0.231E-01
   4.570  0.232E-01  0.232E-01
   4.580  0.234E-01  0.234E-01
   4.590  0.237E-01  0.237E-01
   4.600  0.239E-01  0.239E-01
   4.610  0.242E-01  0.242E-01
   4.620  0.246E-01  0.246E-01
   4.630  0.250E-01  0.250E-01
   4.640  0.255E-01  0.255E-01
   4.650  0.260E-01  0.260E-01
   4.660  0.266E-01  0.266E-01
   4.670  0.273E-01  0.273E-01
   4.680  0.280E-01  0.280E-01
   4.690  0.289E-01  0.289E-01
   4.700  0.298E-01  0.298E-01
   4.710  0.309E-01  0.309E-01
   4.720  0.321E-01  0.321E-01
   4.730  0.335E-01  0.335E-01
   4.740  0.350E-01  0.350E-01
   4.750  0.366E-01  0.366E-01
   4.760  0.385E-01  0.385E-01
   4.770  0.406E-01  0.406E-01
   4.780  0.428E-01  0.428E-01
   4.790  0.453E-01  0.453E-01
   4.800  0.481E-01  0.481E-01
   4.810  0.511E-01  0.511E-01
   4.820  0.544E-01  0.544E-01
   4.830  0.579E-01  0.579E-01
   4.840  0.618E-01  0.618E-01
   4.850  0.660E-01  0.660E-01
   4.860  0.705E-01  0.705E-01
   4.870  0.754E-01  0.754E-01
   4.880  0.806E-01  0.806E-01
   4.890  0.862E-01  0.862E-01
   4.900  0.921E-01  0.921E-01
   4.910  0.984E-01  0.984E-01
   4.920  0.105E+00  0.105E+00
   4.930  0.112E+00  0.112E+00
   4.940  0.119E+00  0.119E+00
   4.950  0.127E+00  0.127E+00
   4.960  0.135E+00  0.135E+00
   4.970  0.143E+00  0.143E+00
   4.980  0.152E+00  0.152E+00
   4.990  0.161E+00  0.161E+00
   5.000  0.170E+00  0.170E+00
   5.010  0.179E+00  0.179E+00
   5.020  0.188E+00  0.188E+00
   5.030  0.198E+00  0.198E+00
   5.040  0.207E+00  0.207E+00
   5.050  0.217E+00  0.217E+00
   5.060  0.226E+00  0.226E+00
   5.070  0.235E+00  0.235E+00
   5.080  0.244E+00  0.244E+00
   5.090  0.253E+00  0.253E+00
   5.100  0.262E+00  0.262E+00
   5.110  0.270E+00  0.270E+00
   5.120  0.277E+00  0.277E+00
   5.130  0.285E+00  0.285E+00
   5.140  0.291E+00  0.291E+00
   5.150  0.298E+00  0.298E+00
   5.160  0.303E+00  0.303E+00
   5.170  0.308E+00  0.308E+00
   5.180  0.312E+00  0.312E+00
   5.190  0.315E+00  0.315E+00
   5.200  0.317E+00  0.317E+00
   5.210  0.319E+00  0.319E+00
   5.220  0.320E+00  0.320E+00
   5.230  0.320E+00  0.320E+00
   5.240  0.319E+00  0.319E+00
   5.250  0.317E+00  0.317E+00
   5.260  0.314E+00  0.314E+00
   5.270  0.311E+00  0.311E+00
   5.280  0.307E+00  0.307E+00
   5.290  0.302E+00  0.302E+00
   5.300  0.296E+00  0.296E+00
   5.310  0.290E+00  0.290E+00
   5.320  0.282E+00  0.282E+00
   5.330  0.275E+00  0.275E+00
   5.340  0.266E+00  0.266E+00
   5.350  0.258E+00  0.258E+00
   5.360  0.249E+00  0.249E+00
   5.370  0.239E+00  0.239E+00
   5.380  0.229E+00  0.229E+00
   5.390  0.219E+00  0.219E+00
   5.400  0.209E+00  0.209E+00
   5.410  0.199E+00  0.199E+00
   5.420  0.189E+00  0.189E+00
   5.430  0.179E+00  0.179E+00
   5.440  0.169E+00  0.169E+00
   5.450  0.159E+00  0.159E+00
   5.460  0.149E+00  0.149E+00
   5.470  0.140E+00  0.140E+00
   5.480  0.131E+00  0.131E+00
   5.490  0.122E+00  0.122E+00
   5.500  0.114E+00  0.114E+00
   5.510  0.106E+00  0.106E+00
   5.520  0.988E-01  0.988E-01
   5.530  0.918E-01  0.918E-01
   5.540  0.852E-01  0.852E-01
   5.550  0.791E-01  0.791E-01
   5.560  0.735E-01  0.735E-01
   5.570  0.684E-01  0.684E-01
   5.580  0.638E-01  0.638E-01
   5.590  0.596E-01  0.596E-01
   5.600  0.558E-01  0.558E-01
   5.610  0.525E-01  0.525E-01
   5.620  0.496E-01  0.496E-01
   5.630  0.470E-01  0.470E-01
   5.640  0.449E-01  0.449E-01
   5.650  0.431E-01  0.431E-01
   5.660  0.416E-01  0.416E-01
   5.670  0.404E-01  0.404E-01
   5.680  0.394E-01  0.394E-01
   5.690  0.387E-01  0.387E-01
   5.700  0.382E-01  0.382E-01
   5.710  0.379E-01  0.379E-01
   5.720  0.377E-01  0.377E-01
   5.730  0.377E-01  0.377E-01
   5.740  0.377E-01  0.377E-01
   5.750  0.379E-01  0.379E-01
   5.760  0.381E-01  0.381E-01
   5.770  0.384E-01  0.384E-01
   5.780  0.386E-01  0.386E-01
   5.790  0.389E-01  0.389E-01
   5.800  0.392E-01  0.392E-01
   5.810  0.394E-01  0.394E-01
   5.820  0.397E-01  0.397E-01
   5.830  0.398E-01  0.398E-01
   5.840  0.399E-01  0.399E-01
   5.850  0.399E-01  0.399E-01
   5.860  0.399E-01  0.399E-01
   5.870  0.397E-01  0.397E-01
   5.880  0.395E-01  0.395E-01
   5.890  0.392E-01  0.392E-01
   5.900  0.388E-01  0.388E-01
   5.910  0.383E-01  0.383E-01
