# E (eV)   ldos(E)   pdos(E)   
 -15.210  0.164E+00  0.164E+00
 -15.200  0.161E+00  0.161E+00
 -15.190  0.157E+00  0.157E+00
 -15.180  0.153E+00  0.153E+00
 -15.170  0.149E+00  0.149E+00
 -15.160  0.144E+00  0.144E+00
 -15.150  0.140E+00  0.140E+00
 -15.140  0.136E+00  0.136E+00
 -15.130  0.131E+00  0.131E+00
 -15.120  0.126E+00  0.126E+00
 -15.110  0.122E+00  0.122E+00
 -15.100  0.117E+00  0.117E+00
 -15.090  0.112E+00  0.112E+00
 -15.080  0.107E+00  0.107E+00
 -15.070  0.102E+00  0.102E+00
 -15.060  0.976E-01  0.976E-01
 -15.050  0.928E-01  0.928E-01
 -15.040  0.880E-01  0.880E-01
 -15.030  0.833E-01  0.833E-01
 -15.020  0.786E-01  0.786E-01
 -15.010  0.740E-01  0.740E-01
 -15.000  0.695E-01  0.695E-01
 -14.990  0.652E-01  0.652E-01
 -14.980  0.609E-01  0.609E-01
 -14.970  0.569E-01  0.569E-01
 -14.960  0.530E-01  0.530E-01
 -14.950  0.492E-01  0.492E-01
 -14.940  0.457E-01  0.457E-01
 -14.930  0.423E-01  0.423E-01
 -14.920  0.392E-01  0.392E-01
 -14.910  0.363E-01  0.363E-01
 -14.900  0.336E-01  0.336E-01
 -14.890  0.311E-01  0.311E-01
 -14.880  0.288E-01  0.288E-01
 -14.870  0.267E-01  0.267E-01
 -14.860  0.248E-01  0.248E-01
 -14.850  0.232E-01  0.232E-01
 -14.840  0.218E-01  0.218E-01
 -14.830  0.205E-01  0.205E-01
 -14.820  0.195E-01  0.195E-01
 -14.810  0.186E-01  0.186E-01
 -14.800  0.179E-01  0.179E-01
 -14.790  0.174E-01  0.174E-01
 -14.780  0.170E-01  0.170E-01
 -14.770  0.168E-01  0.168E-01
 -14.760  0.167E-01  0.167E-01
 -14.750  0.167E-01  0.167E-01
 -14.740  0.168E-01  0.168E-01
 -14.730  0.171E-01  0.171E-01
 -14.720  0.174E-01  0.174E-01
 -14.710  0.178E-01  0.178E-01
 -14.700  0.182E-01  0.182E-01
 -14.690  0.187E-01  0.187E-01
 -14.680  0.193E-01  0.193E-01
 -14.670  0.199E-01  0.199E-01
 -14.660  0.205E-01  0.205E-01
 -14.650  0.212E-01  0.212E-01
 -14.640  0.219E-01  0.219E-01
 -14.630  0.226E-01  0.226E-01
 -14.620  0.233E-01  0.233E-01
 -14.610  0.241E-01  0.241E-01
 -14.600  0.249E-01  0.249E-01
 -14.590  0.256E-01  0.256E-01
 -14.580  0.264E-01  0.264E-01
 -14.570  0.273E-01  0.273E-01
 -14.560  0.281E-01  0.281E-01
 -14.550  0.289E-01  0.289E-01
 -14.540  0.298E-01  0.298E-01
 -14.530  0.307E-01  0.307E-01
 -14.520  0.316E-01  0.316E-01
 -14.510  0.325E-01  0.325E-01
 -14.500  0.335E-01  0.335E-01
 -14.490  0.345E-01  0.345E-01
 -14.480  0.355E-01  0.355E-01
 -14.470  0.366E-01  0.366E-01
 -14.460  0.376E-01  0.376E-01
 -14.450  0.387E-01  0.387E-01
 -14.440  0.399E-01  0.399E-01
 -14.430  0.411E-01  0.411E-01
 -14.420  0.423E-01  0.423E-01
 -14.410  0.435E-01  0.435E-01
 -14.400  0.448E-01  0.448E-01
 -14.390  0.461E-01  0.461E-01
 -14.380  0.475E-01  0.475E-01
 -14.370  0.488E-01  0.488E-01
 -14.360  0.502E-01  0.502E-01
 -14.350  0.516E-01  0.516E-01
 -14.340  0.529E-01  0.529E-01
 -14.330  0.543E-01  0.543E-01
 -14.320  0.557E-01  0.557E-01
 -14.310  0.571E-01  0.571E-01
 -14.300  0.585E-01  0.585E-01
 -14.290  0.598E-01  0.598E-01
 -14.280  0.611E-01  0.611E-01
 -14.270  0.624E-01  0.624E-01
 -14.260  0.637E-01  0.637E-01
 -14.250  0.649E-01  0.649E-01
 -14.240  0.660E-01  0.660E-01
 -14.230  0.671E-01  0.671E-01
 -14.220  0.681E-01  0.681E-01
 -14.210  0.690E-01  0.690E-01
 -14.200  0.699E-01  0.699E-01
 -14.190  0.707E-01  0.707E-01
 -14.180  0.715E-01  0.715E-01
 -14.170  0.721E-01  0.721E-01
 -14.160  0.727E-01  0.727E-01
 -14.150  0.731E-01  0.731E-01
 -14.140  0.735E-01  0.735E-01
 -14.130  0.739E-01  0.739E-01
 -14.120  0.741E-01  0.741E-01
 -14.110  0.742E-01  0.742E-01
 -14.100  0.743E-01  0.743E-01
 -14.090  0.743E-01  0.743E-01
 -14.080  0.743E-01  0.743E-01
 -14.070  0.742E-01  0.742E-01
 -14.060  0.740E-01  0.740E-01
 -14.050  0.738E-01  0.738E-01
 -14.040  0.735E-01  0.735E-01
 -14.030  0.732E-01  0.732E-01
 -14.020  0.729E-01  0.729E-01
 -14.010  0.726E-01  0.726E-01
 -14.000  0.722E-01  0.722E-01
 -13.990  0.718E-01  0.718E-01
 -13.980  0.715E-01  0.715E-01
 -13.970  0.711E-01  0.711E-01
 -13.960  0.708E-01  0.708E-01
 -13.950  0.705E-01  0.705E-01
 -13.940  0.702E-01  0.702E-01
 -13.930  0.700E-01  0.700E-01
 -13.920  0.698E-01  0.698E-01
 -13.910  0.696E-01  0.696E-01
 -13.900  0.696E-01  0.696E-01
 -13.890  0.696E-01  0.696E-01
 -13.880  0.696E-01  0.696E-01
 -13.870  0.698E-01  0.698E-01
 -13.860  0.700E-01  0.700E-01
 -13.850  0.703E-01  0.703E-01
 -13.840  0.707E-01  0.707E-01
 -13.830  0.712E-01  0.712E-01
 -13.820  0.719E-01  0.719E-01
 -13.810  0.726E-01  0.726E-01
 -13.800  0.734E-01  0.734E-01
 -13.790  0.744E-01  0.744E-01
 -13.780  0.754E-01  0.754E-01
 -13.770  0.766E-01  0.766E-01
 -13.760  0.779E-01  0.779E-01
 -13.750  0.793E-01  0.793E-01
 -13.740  0.808E-01  0.808E-01
 -13.730  0.824E-01  0.824E-01
 -13.720  0.841E-01  0.841E-01
 -13.710  0.859E-01  0.859E-01
 -13.700  0.878E-01  0.878E-01
 -13.690  0.899E-01  0.899E-01
 -13.680  0.919E-01  0.919E-01
 -13.670  0.941E-01  0.941E-01
 -13.660  0.963E-01  0.963E-01
 -13.650  0.986E-01  0.986E-01
 -13.640  0.101E+00  0.101E+00
 -13.630  0.103E+00  0.103E+00
 -13.620  0.106E+00  0.106E+00
 -13.610  0.108E+00  0.108E+00
 -13.600  0.110E+00  0.110E+00
 -13.590  0.113E+00  0.113E+00
 -13.580  0.115E+00  0.115E+00
 -13.570  0.117E+00  0.117E+00
 -13.560  0.119E+00  0.119E+00
 -13.550  0.121E+00  0.121E+00
 -13.540  0.123E+00  0.123E+00
 -13.530  0.125E+00  0.125E+00
 -13.520  0.126E+00  0.126E+00
 -13.510  0.128E+00  0.128E+00
 -13.500  0.129E+00  0.129E+00
 -13.490  0.130E+00  0.130E+00
 -13.480  0.131E+00  0.131E+00
 -13.470  0.131E+00  0.131E+00
 -13.460  0.132E+00  0.132E+00
 -13.450  0.132E+00  0.132E+00
 -13.440  0.131E+00  0.131E+00
 -13.430  0.131E+00  0.131E+00
 -13.420  0.130E+00  0.130E+00
 -13.410  0.129E+00  0.129E+00
 -13.400  0.128E+00  0.128E+00
 -13.390  0.127E+00  0.127E+00
 -13.380  0.125E+00  0.125E+00
 -13.370  0.123E+00  0.123E+00
 -13.360  0.121E+00  0.121E+00
 -13.350  0.119E+00  0.119E+00
 -13.340  0.116E+00  0.116E+00
 -13.330  0.113E+00  0.113E+00
 -13.320  0.111E+00  0.111E+00
 -13.310  0.108E+00  0.108E+00
 -13.300  0.105E+00  0.105E+00
 -13.290  0.101E+00  0.101E+00
 -13.280  0.983E-01  0.983E-01
 -13.270  0.951E-01  0.951E-01
 -13.260  0.919E-01  0.919E-01
 -13.250  0.887E-01  0.887E-01
 -13.240  0.855E-01  0.855E-01
 -13.230  0.824E-01  0.824E-01
 -13.220  0.793E-01  0.793E-01
 -13.210  0.764E-01  0.764E-01
 -13.200  0.735E-01  0.735E-01
 -13.190  0.708E-01  0.708E-01
 -13.180  0.682E-01  0.682E-01
 -13.170  0.658E-01  0.658E-01
 -13.160  0.635E-01  0.635E-01
 -13.150  0.614E-01  0.614E-01
 -13.140  0.595E-01  0.595E-01
 -13.130  0.578E-01  0.578E-01
 -13.120  0.562E-01  0.562E-01
 -13.110  0.548E-01  0.548E-01
 -13.100  0.536E-01  0.536E-01
 -13.090  0.526E-01  0.526E-01
 -13.080  0.517E-01  0.517E-01
 -13.070  0.510E-01  0.510E-01
 -13.060  0.505E-01  0.505E-01
 -13.050  0.501E-01  0.501E-01
 -13.040  0.498E-01  0.498E-01
 -13.030  0.497E-01  0.497E-01
 -13.020  0.498E-01  0.498E-01
 -13.010  0.499E-01  0.499E-01
 -13.000  0.501E-01  0.501E-01
 -12.990  0.505E-01  0.505E-01
 -12.980  0.509E-01  0.509E-01
 -12.970  0.514E-01  0.514E-01
 -12.960  0.519E-01  0.519E-01
 -12.950  0.525E-01  0.525E-01
 -12.940  0.531E-01  0.531E-01
 -12.930  0.538E-01  0.538E-01
 -12.920  0.544E-01  0.544E-01
 -12.910  0.551E-01  0.551E-01
 -12.900  0.558E-01  0.558E-01
 -12.890  0.564E-01  0.564E-01
 -12.880  0.571E-01  0.571E-01
 -12.870  0.577E-01  0.577E-01
 -12.860  0.582E-01  0.582E-01
 -12.850  0.588E-01  0.588E-01
 -12.840  0.592E-01  0.592E-01
 -12.830  0.596E-01  0.596E-01
 -12.820  0.600E-01  0.600E-01
 -12.810  0.603E-01  0.603E-01
 -12.800  0.605E-01  0.605E-01
 -12.790  0.606E-01  0.606E-01
 -12.780  0.606E-01  0.606E-01
 -12.770  0.606E-01  0.606E-01
 -12.760  0.605E-01  0.605E-01
 -12.750  0.602E-01  0.602E-01
 -12.740  0.599E-01  0.599E-01
 -12.730  0.595E-01  0.595E-01
 -12.720  0.590E-01  0.590E-01
 -12.710  0.585E-01  0.585E-01
 -12.700  0.578E-01  0.578E-01
 -12.690  0.571E-01  0.571E-01
 -12.680  0.562E-01  0.562E-01
 -12.670  0.553E-01  0.553E-01
 -12.660  0.543E-01  0.543E-01
 -12.650  0.533E-01  0.533E-01
 -12.640  0.522E-01  0.522E-01
 -12.630  0.510E-01  0.510E-01
 -12.620  0.498E-01  0.498E-01
 -12.610  0.486E-01  0.486E-01
 -12.600  0.473E-01  0.473E-01
 -12.590  0.460E-01  0.460E-01
 -12.580  0.446E-01  0.446E-01
 -12.570  0.433E-01  0.433E-01
 -12.560  0.420E-01  0.420E-01
 -12.550  0.406E-01  0.406E-01
 -12.540  0.393E-01  0.393E-01
 -12.530  0.380E-01  0.380E-01
 -12.520  0.367E-01  0.367E-01
 -12.510  0.355E-01  0.355E-01
 -12.500  0.343E-01  0.343E-01
 -12.490  0.331E-01  0.331E-01
 -12.480  0.320E-01  0.320E-01
 -12.470  0.310E-01  0.310E-01
 -12.460  0.300E-01  0.300E-01
 -12.450  0.291E-01  0.291E-01
 -12.440  0.282E-01  0.282E-01
 -12.430  0.274E-01  0.274E-01
 -12.420  0.267E-01  0.267E-01
 -12.410  0.260E-01  0.260E-01
 -12.400  0.255E-01  0.255E-01
 -12.390  0.250E-01  0.250E-01
 -12.380  0.245E-01  0.245E-01
 -12.370  0.241E-01  0.241E-01
 -12.360  0.238E-01  0.238E-01
 -12.350  0.236E-01  0.236E-01
 -12.340  0.234E-01  0.234E-01
 -12.330  0.233E-01  0.233E-01
 -12.320  0.232E-01  0.232E-01
 -12.310  0.232E-01  0.232E-01
 -12.300  0.232E-01  0.232E-01
 -12.290  0.232E-01  0.232E-01
 -12.280  0.233E-01  0.233E-01
 -12.270  0.235E-01  0.235E-01
 -12.260  0.237E-01  0.237E-01
 -12.250  0.239E-01  0.239E-01
 -12.240  0.241E-01  0.241E-01
 -12.230  0.244E-01  0.244E-01
 -12.220  0.247E-01  0.247E-01
 -12.210  0.250E-01  0.250E-01
 -12.200  0.253E-01  0.253E-01
 -12.190  0.257E-01  0.257E-01
 -12.180  0.261E-01  0.261E-01
 -12.170  0.265E-01  0.265E-01
 -12.160  0.269E-01  0.269E-01
 -12.150  0.273E-01  0.273E-01
 -12.140  0.278E-01  0.278E-01
 -12.130  0.283E-01  0.283E-01
 -12.120  0.288E-01  0.288E-01
 -12.110  0.294E-01  0.294E-01
 -12.100  0.300E-01  0.300E-01
 -12.090  0.306E-01  0.306E-01
 -12.080  0.312E-01  0.312E-01
 -12.070  0.319E-01  0.319E-01
 -12.060  0.326E-01  0.326E-01
 -12.050  0.334E-01  0.334E-01
 -12.040  0.342E-01  0.342E-01
 -12.030  0.350E-01  0.350E-01
 -12.020  0.359E-01  0.359E-01
 -12.010  0.369E-01  0.369E-01
 -12.000  0.378E-01  0.378E-01
 -11.990  0.388E-01  0.388E-01
 -11.980  0.399E-01  0.399E-01
 -11.970  0.410E-01  0.410E-01
 -11.960  0.421E-01  0.421E-01
 -11.950  0.433E-01  0.433E-01
 -11.940  0.445E-01  0.445E-01
 -11.930  0.458E-01  0.458E-01
 -11.920  0.470E-01  0.470E-01
 -11.910  0.483E-01  0.483E-01
 -11.900  0.496E-01  0.496E-01
 -11.890  0.509E-01  0.509E-01
 -11.880  0.522E-01  0.522E-01
 -11.870  0.535E-01  0.535E-01
 -11.860  0.548E-01  0.548E-01
 -11.850  0.560E-01  0.560E-01
 -11.840  0.572E-01  0.572E-01
 -11.830  0.583E-01  0.583E-01
 -11.820  0.594E-01  0.594E-01
 -11.810  0.604E-01  0.604E-01
 -11.800  0.613E-01  0.613E-01
 -11.790  0.622E-01  0.622E-01
 -11.780  0.629E-01  0.629E-01
 -11.770  0.635E-01  0.635E-01
 -11.760  0.639E-01  0.639E-01
 -11.750  0.643E-01  0.643E-01
 -11.740  0.645E-01  0.645E-01
 -11.730  0.645E-01  0.645E-01
 -11.720  0.644E-01  0.644E-01
 -11.710  0.641E-01  0.641E-01
 -11.700  0.637E-01  0.637E-01
 -11.690  0.631E-01  0.631E-01
 -11.680  0.623E-01  0.623E-01
 -11.670  0.614E-01  0.614E-01
 -11.660  0.603E-01  0.603E-01
 -11.650  0.590E-01  0.590E-01
 -11.640  0.576E-01  0.576E-01
 -11.630  0.561E-01  0.561E-01
 -11.620  0.545E-01  0.545E-01
 -11.610  0.527E-01  0.527E-01
 -11.600  0.508E-01  0.508E-01
 -11.590  0.488E-01  0.488E-01
 -11.580  0.467E-01  0.467E-01
 -11.570  0.446E-01  0.446E-01
 -11.560  0.424E-01  0.424E-01
 -11.550  0.402E-01  0.402E-01
 -11.540  0.379E-01  0.379E-01
 -11.530  0.357E-01  0.357E-01
 -11.520  0.334E-01  0.334E-01
 -11.510  0.312E-01  0.312E-01
 -11.500  0.290E-01  0.290E-01
 -11.490  0.269E-01  0.269E-01
 -11.480  0.248E-01  0.248E-01
 -11.470  0.229E-01  0.229E-01
 -11.460  0.210E-01  0.210E-01
 -11.450  0.192E-01  0.192E-01
 -11.440  0.174E-01  0.174E-01
 -11.430  0.159E-01  0.159E-01
 -11.420  0.144E-01  0.144E-01
 -11.410  0.130E-01  0.130E-01
 -11.400  0.118E-01  0.118E-01
 -11.390  0.107E-01  0.107E-01
 -11.380  0.965E-02  0.965E-02
 -11.370  0.878E-02  0.878E-02
 -11.360  0.801E-02  0.801E-02
 -11.350  0.736E-02  0.736E-02
 -11.340  0.683E-02  0.683E-02
 -11.330  0.639E-02  0.639E-02
 -11.320  0.605E-02  0.605E-02
 -11.310  0.581E-02  0.581E-02
 -11.300  0.565E-02  0.565E-02
 -11.290  0.557E-02  0.557E-02
 -11.280  0.556E-02  0.556E-02
 -11.270  0.561E-02  0.561E-02
 -11.260  0.573E-02  0.573E-02
 -11.250  0.589E-02  0.589E-02
 -11.240  0.609E-02  0.609E-02
 -11.230  0.634E-02  0.634E-02
 -11.220  0.661E-02  0.661E-02
 -11.210  0.691E-02  0.691E-02
 -11.200  0.723E-02  0.723E-02
 -11.190  0.756E-02  0.756E-02
 -11.180  0.790E-02  0.790E-02
 -11.170  0.825E-02  0.825E-02
 -11.160  0.860E-02  0.860E-02
 -11.150  0.895E-02  0.895E-02
 -11.140  0.929E-02  0.929E-02
 -11.130  0.963E-02  0.963E-02
 -11.120  0.997E-02  0.997E-02
 -11.110  0.103E-01  0.103E-01
 -11.100  0.106E-01  0.106E-01
 -11.090  0.109E-01  0.109E-01
 -11.080  0.112E-01  0.112E-01
 -11.070  0.115E-01  0.115E-01
 -11.060  0.118E-01  0.118E-01
 -11.050  0.120E-01  0.120E-01
 -11.040  0.123E-01  0.123E-01
 -11.030  0.125E-01  0.125E-01
 -11.020  0.127E-01  0.127E-01
 -11.010  0.129E-01  0.129E-01
 -11.000  0.131E-01  0.131E-01
 -10.990  0.133E-01  0.133E-01
 -10.980  0.135E-01  0.135E-01
 -10.970  0.137E-01  0.137E-01
 -10.960  0.139E-01  0.139E-01
 -10.950  0.141E-01  0.141E-01
 -10.940  0.142E-01  0.142E-01
 -10.930  0.144E-01  0.144E-01
 -10.920  0.145E-01  0.145E-01
 -10.910  0.147E-01  0.147E-01
 -10.900  0.148E-01  0.148E-01
 -10.890  0.150E-01  0.150E-01
 -10.880  0.151E-01  0.151E-01
 -10.870  0.153E-01  0.153E-01
 -10.860  0.154E-01  0.154E-01
 -10.850  0.155E-01  0.155E-01
 -10.840  0.157E-01  0.157E-01
 -10.830  0.158E-01  0.158E-01
 -10.820  0.159E-01  0.159E-01
 -10.810  0.161E-01  0.161E-01
 -10.800  0.162E-01  0.162E-01
 -10.790  0.163E-01  0.163E-01
 -10.780  0.164E-01  0.164E-01
 -10.770  0.165E-01  0.165E-01
 -10.760  0.166E-01  0.166E-01
 -10.750  0.167E-01  0.167E-01
 -10.740  0.168E-01  0.168E-01
 -10.730  0.169E-01  0.169E-01
 -10.720  0.170E-01  0.170E-01
 -10.710  0.171E-01  0.171E-01
 -10.700  0.172E-01  0.172E-01
 -10.690  0.173E-01  0.173E-01
 -10.680  0.174E-01  0.174E-01
 -10.670  0.174E-01  0.174E-01
 -10.660  0.175E-01  0.175E-01
 -10.650  0.176E-01  0.176E-01
 -10.640  0.176E-01  0.176E-01
 -10.630  0.176E-01  0.176E-01
 -10.620  0.177E-01  0.177E-01
 -10.610  0.177E-01  0.177E-01
 -10.600  0.177E-01  0.177E-01
 -10.590  0.177E-01  0.177E-01
 -10.580  0.177E-01  0.177E-01
 -10.570  0.177E-01  0.177E-01
 -10.560  0.177E-01  0.177E-01
 -10.550  0.177E-01  0.177E-01
 -10.540  0.177E-01  0.177E-01
 -10.530  0.176E-01  0.176E-01
 -10.520  0.176E-01  0.176E-01
 -10.510  0.176E-01  0.176E-01
 -10.500  0.175E-01  0.175E-01
 -10.490  0.175E-01  0.175E-01
 -10.480  0.174E-01  0.174E-01
 -10.470  0.174E-01  0.174E-01
 -10.460  0.173E-01  0.173E-01
 -10.450  0.173E-01  0.173E-01
 -10.440  0.173E-01  0.173E-01
 -10.430  0.172E-01  0.172E-01
 -10.420  0.172E-01  0.172E-01
 -10.410  0.172E-01  0.172E-01
 -10.400  0.172E-01  0.172E-01
 -10.390  0.173E-01  0.173E-01
 -10.380  0.173E-01  0.173E-01
 -10.370  0.173E-01  0.173E-01
 -10.360  0.174E-01  0.174E-01
 -10.350  0.175E-01  0.175E-01
 -10.340  0.176E-01  0.176E-01
 -10.330  0.178E-01  0.178E-01
 -10.320  0.179E-01  0.179E-01
 -10.310  0.181E-01  0.181E-01
 -10.300  0.184E-01  0.184E-01
 -10.290  0.186E-01  0.186E-01
 -10.280  0.189E-01  0.189E-01
 -10.270  0.192E-01  0.192E-01
 -10.260  0.195E-01  0.195E-01
 -10.250  0.199E-01  0.199E-01
 -10.240  0.203E-01  0.203E-01
 -10.230  0.207E-01  0.207E-01
 -10.220  0.212E-01  0.212E-01
 -10.210  0.217E-01  0.217E-01
 -10.200  0.222E-01  0.222E-01
 -10.190  0.227E-01  0.227E-01
 -10.180  0.232E-01  0.232E-01
 -10.170  0.238E-01  0.238E-01
 -10.160  0.244E-01  0.244E-01
 -10.150  0.250E-01  0.250E-01
 -10.140  0.256E-01  0.256E-01
 -10.130  0.262E-01  0.262E-01
 -10.120  0.269E-01  0.269E-01
 -10.110  0.275E-01  0.275E-01
 -10.100  0.281E-01  0.281E-01
 -10.090  0.287E-01  0.287E-01
 -10.080  0.293E-01  0.293E-01
 -10.070  0.299E-01  0.299E-01
 -10.060  0.304E-01  0.304E-01
 -10.050  0.310E-01  0.310E-01
 -10.040  0.314E-01  0.314E-01
 -10.030  0.319E-01  0.319E-01
 -10.020  0.323E-01  0.323E-01
 -10.010  0.326E-01  0.326E-01
 -10.000  0.329E-01  0.329E-01
  -9.990  0.331E-01  0.331E-01
  -9.980  0.333E-01  0.333E-01
  -9.970  0.334E-01  0.334E-01
  -9.960  0.334E-01  0.334E-01
  -9.950  0.334E-01  0.334E-01
  -9.940  0.333E-01  0.333E-01
  -9.930  0.331E-01  0.331E-01
  -9.920  0.328E-01  0.328E-01
  -9.910  0.324E-01  0.324E-01
  -9.900  0.320E-01  0.320E-01
  -9.890  0.315E-01  0.315E-01
  -9.880  0.310E-01  0.310E-01
  -9.870  0.303E-01  0.303E-01
  -9.860  0.296E-01  0.296E-01
  -9.850  0.288E-01  0.288E-01
  -9.840  0.280E-01  0.280E-01
  -9.830  0.271E-01  0.271E-01
  -9.820  0.262E-01  0.262E-01
  -9.810  0.253E-01  0.253E-01
  -9.800  0.243E-01  0.243E-01
  -9.790  0.233E-01  0.233E-01
  -9.780  0.222E-01  0.222E-01
  -9.770  0.212E-01  0.212E-01
  -9.760  0.201E-01  0.201E-01
  -9.750  0.191E-01  0.191E-01
  -9.740  0.180E-01  0.180E-01
  -9.730  0.170E-01  0.170E-01
  -9.720  0.160E-01  0.160E-01
  -9.710  0.150E-01  0.150E-01
  -9.700  0.141E-01  0.141E-01
  -9.690  0.132E-01  0.132E-01
  -9.680  0.123E-01  0.123E-01
  -9.670  0.115E-01  0.115E-01
  -9.660  0.108E-01  0.108E-01
  -9.650  0.101E-01  0.101E-01
  -9.640  0.941E-02  0.941E-02
  -9.630  0.881E-02  0.881E-02
  -9.620  0.827E-02  0.827E-02
  -9.610  0.779E-02  0.779E-02
  -9.600  0.736E-02  0.736E-02
  -9.590  0.699E-02  0.699E-02
  -9.580  0.668E-02  0.668E-02
  -9.570  0.641E-02  0.641E-02
  -9.560  0.620E-02  0.620E-02
  -9.550  0.603E-02  0.603E-02
  -9.540  0.590E-02  0.590E-02
  -9.530  0.582E-02  0.582E-02
  -9.520  0.578E-02  0.578E-02
  -9.510  0.577E-02  0.577E-02
  -9.500  0.579E-02  0.579E-02
  -9.490  0.584E-02  0.584E-02
  -9.480  0.591E-02  0.591E-02
  -9.470  0.601E-02  0.601E-02
  -9.460  0.611E-02  0.611E-02
  -9.450  0.624E-02  0.624E-02
  -9.440  0.637E-02  0.637E-02
  -9.430  0.650E-02  0.650E-02
  -9.420  0.664E-02  0.664E-02
  -9.410  0.678E-02  0.678E-02
  -9.400  0.691E-02  0.691E-02
  -9.390  0.704E-02  0.704E-02
  -9.380  0.716E-02  0.716E-02
  -9.370  0.727E-02  0.727E-02
  -9.360  0.736E-02  0.736E-02
  -9.350  0.745E-02  0.745E-02
  -9.340  0.751E-02  0.751E-02
  -9.330  0.756E-02  0.756E-02
  -9.320  0.759E-02  0.759E-02
  -9.310  0.761E-02  0.761E-02
  -9.300  0.760E-02  0.760E-02
  -9.290  0.758E-02  0.758E-02
  -9.280  0.753E-02  0.753E-02
  -9.270  0.747E-02  0.747E-02
  -9.260  0.738E-02  0.738E-02
  -9.250  0.728E-02  0.728E-02
  -9.240  0.716E-02  0.716E-02
  -9.230  0.703E-02  0.703E-02
  -9.220  0.688E-02  0.688E-02
  -9.210  0.671E-02  0.671E-02
  -9.200  0.654E-02  0.654E-02
  -9.190  0.635E-02  0.635E-02
  -9.180  0.615E-02  0.615E-02
  -9.170  0.594E-02  0.594E-02
  -9.160  0.573E-02  0.573E-02
  -9.150  0.552E-02  0.552E-02
  -9.140  0.530E-02  0.530E-02
  -9.130  0.509E-02  0.509E-02
  -9.120  0.487E-02  0.487E-02
  -9.110  0.466E-02  0.466E-02
  -9.100  0.446E-02  0.446E-02
  -9.090  0.426E-02  0.426E-02
  -9.080  0.407E-02  0.407E-02
  -9.070  0.390E-02  0.390E-02
  -9.060  0.373E-02  0.373E-02
  -9.050  0.358E-02  0.358E-02
  -9.040  0.345E-02  0.345E-02
  -9.030  0.333E-02  0.333E-02
  -9.020  0.323E-02  0.323E-02
  -9.010  0.314E-02  0.314E-02
  -9.000  0.307E-02  0.307E-02
  -8.990  0.303E-02  0.303E-02
  -8.980  0.300E-02  0.300E-02
  -8.970  0.299E-02  0.299E-02
  -8.960  0.299E-02  0.299E-02
  -8.950  0.302E-02  0.302E-02
  -8.940  0.307E-02  0.307E-02
  -8.930  0.313E-02  0.313E-02
  -8.920  0.321E-02  0.321E-02
  -8.910  0.330E-02  0.330E-02
  -8.900  0.341E-02  0.341E-02
  -8.890  0.354E-02  0.354E-02
  -8.880  0.367E-02  0.367E-02
  -8.870  0.382E-02  0.382E-02
  -8.860  0.399E-02  0.399E-02
  -8.850  0.416E-02  0.416E-02
  -8.840  0.434E-02  0.434E-02
  -8.830  0.453E-02  0.453E-02
  -8.820  0.473E-02  0.473E-02
  -8.810  0.494E-02  0.494E-02
  -8.800  0.516E-02  0.516E-02
  -8.790  0.538E-02  0.538E-02
  -8.780  0.561E-02  0.561E-02
  -8.770  0.584E-02  0.584E-02
  -8.760  0.608E-02  0.608E-02
  -8.750  0.633E-02  0.633E-02
  -8.740  0.658E-02  0.658E-02
  -8.730  0.684E-02  0.684E-02
  -8.720  0.711E-02  0.711E-02
  -8.710  0.739E-02  0.739E-02
  -8.700  0.768E-02  0.768E-02
  -8.690  0.799E-02  0.799E-02
  -8.680  0.830E-02  0.830E-02
  -8.670  0.863E-02  0.863E-02
  -8.660  0.898E-02  0.898E-02
  -8.650  0.934E-02  0.934E-02
  -8.640  0.973E-02  0.973E-02
  -8.630  0.101E-01  0.101E-01
  -8.620  0.106E-01  0.106E-01
  -8.610  0.110E-01  0.110E-01
  -8.600  0.115E-01  0.115E-01
  -8.590  0.120E-01  0.120E-01
  -8.580  0.125E-01  0.125E-01
  -8.570  0.131E-01  0.131E-01
  -8.560  0.137E-01  0.137E-01
  -8.550  0.143E-01  0.143E-01
  -8.540  0.150E-01  0.150E-01
  -8.530  0.157E-01  0.157E-01
  -8.520  0.164E-01  0.164E-01
  -8.510  0.172E-01  0.172E-01
  -8.500  0.180E-01  0.180E-01
  -8.490  0.188E-01  0.188E-01
  -8.480  0.196E-01  0.196E-01
  -8.470  0.204E-01  0.204E-01
  -8.460  0.213E-01  0.213E-01
  -8.450  0.222E-01  0.222E-01
  -8.440  0.231E-01  0.231E-01
  -8.430  0.240E-01  0.240E-01
  -8.420  0.248E-01  0.248E-01
  -8.410  0.257E-01  0.257E-01
  -8.400  0.266E-01  0.266E-01
  -8.390  0.274E-01  0.274E-01
  -8.380  0.282E-01  0.282E-01
  -8.370  0.290E-01  0.290E-01
  -8.360  0.297E-01  0.297E-01
  -8.350  0.304E-01  0.304E-01
  -8.340  0.310E-01  0.310E-01
  -8.330  0.316E-01  0.316E-01
  -8.320  0.321E-01  0.321E-01
  -8.310  0.325E-01  0.325E-01
  -8.300  0.328E-01  0.328E-01
  -8.290  0.330E-01  0.330E-01
  -8.280  0.332E-01  0.332E-01
  -8.270  0.333E-01  0.333E-01
  -8.260  0.332E-01  0.332E-01
  -8.250  0.331E-01  0.331E-01
  -8.240  0.329E-01  0.329E-01
